state,county,region,metro_status,rural_urban_code,perc_complete_vac,tot_pop,votes_Trump,votes_Biden,perc_Biden,ed_somecol_perc,ed_bachormore_perc,unemployment_rate_2020,median_HHincome_2019
North Dakota,Golden Valley County,Midwest,Non-metro,9,27.3,1761,871,137,13.3528265,40.68323135,26.86335373,3.2,58370
Texas,Eastland County,South,Non-metro,6,32.8,18360,7237,983,11.8547998,36.82819366,15.99519444,6.7,46991
South Dakota,Campbell County,Midwest,Non-metro,9,61.6,1376,747,117,13.4020619,26.50494194,28.03234482,3.7,56043
California,Lake County,West,Non-metro,4,53.4,64386,13123,14941,51.8784722,39.72127533,15.53439903,9.6,46897
Texas,Medina County,South,Metro,1,49.9,51584,15642,6773,29.9107931,32.33281708,19.84471703,6.3,60695
Virginia,Covington city,South,Non-metro,6,33.7,5538,1580,964,37.0341913,27.30923653,15.58734894,9.6,41842
Indiana,Martin County,Midwest,Non-metro,7,45.5,10255,4029,1011,19.6539658,31.64325905,13.73595524,4.2,56735
Georgia,Burke County,South,Metro,2,42.3,22383,5400,5208,48.750351,28.52390099,13.24008656,7.2,42632
Iowa,Scott County,Midwest,Metro,2,54.1,172943,43683,46926,50.6765732,31.41672897,31.79268456,6.8,65724
Kentucky,Estill County,South,Non-metro,6,46.1,14106,5100,1355,20.7186544,19.95648766,9.859572411,7.5,35004
Montana,Sheridan County,West,Non-metro,9,44.9,3309,1403,574,28.2758621,35.90657043,23.87173462,4.8,51111
Georgia,Clayton County,South,Metro,1,21.7,292256,15811,95466,84.9870916,31.65447617,19.52290535,10.3,50737
Montana,Meagher County,West,Non-metro,9,46.9,1862,833,258,23.2432432,25.67365265,29.26646614,4.7,43946
Montana,Judith Basin County,West,Non-metro,8,35.7,2007,1040,275,20.4613095,35.603508,26.5677681,4.9,49401
Louisiana,Calcasieu Parish,South,Metro,3,38.3,203436,55066,25982,31.4312328,30.49913788,22.26185989,9,53050
Colorado,Lake County,West,Non-metro,6,54.2,8127,1497,2303,58.1418834,25.63365173,32.33866501,8.2,56850
North Carolina,Brunswick County,South,Metro,2,56.3,142820,55850,33310,36.9392847,33.49650574,29.85930061,8.8,63712
New York,Seneca County,Northeast,Non-metro,6,49.2,34016,8329,6914,44.2354447,28.50263023,21.0724411,8.2,51064
Massachusetts,Berkshire County,Northeast,Metro,3,51.2,124944,18064,51705,72.441331,28.35859489,33.6356163,9.1,58805
Arkansas,Columbia County,South,Non-metro,7,43.4,23457,5500,2814,32.6601671,24.52083778,19.63713264,6.8,42964
South Carolina,Lee County,South,Non-metro,6,37.4,16828,3008,5329,63.2072115,24.17438316,15.87314606,7.6,37710
Minnesota,St. Louis County,Midwest,Metro,2,60.5,199070,49017,67704,56.6413734,37.98147583,29.31859589,7.2,60228
Texas,Polk County,South,Non-metro,6,42.8,51353,18573,5387,22.2778214,29.05516815,13.11857319,8.7,50416
South Carolina,Horry County,South,Metro,2,51.8,354081,118821,59180,32.9246039,33.50143051,23.64687538,8.6,53648
Iowa,Hancock County,Midwest,Non-metro,7,45.8,10630,4390,1683,27.2683085,33.1944809,23.80890465,4.7,62030
Illinois,St. Clair County,Midwest,Metro,1,42.5,259686,57150,68325,53.3355711,34.89799881,28.01148415,9,57726
Ohio,Athens County,Midwest,Non-metro,4,46.6,65327,10862,14772,56.6867493,24.69175911,30.19413757,7.3,43621
South Dakota,Moody County,Midwest,Non-metro,8,42.9,6576,1951,1179,36.7747973,35.33954239,21.32636833,5.3,61029
West Virginia,Taylor County,South,Non-metro,6,4.5,16695,5477,1796,24.3261547,24.82235146,17.30458641,7.4,48294
Illinois,White County,Midwest,Non-metro,6,44.9,13537,5791,1517,20.4144799,37.05829239,15.51394367,7.6,51388
Wisconsin,Juneau County,Midwest,Non-metro,7,47.8,26687,8749,4746,34.619593,33.20997238,13.74967861,7.2,55787
Arkansas,Hot Spring County,South,Non-metro,6,39.2,33771,9202,3082,24.544079,33.54875946,13.28366184,5.8,45860
Kentucky,Morgan County,South,Non-metro,9,44.6,13309,4301,1175,21.1940837,22.36668396,12.53428173,6.9,37433
New Mexico,Quay County,West,Non-metro,7,43.8,8253,2634,1170,30.2091402,29.16385651,17.07687187,7.4,34596
Florida,Bradford County,South,Non-metro,6,38.7,28201,10334,3160,23.1807512,29.35258293,9.85461998,5.9,47509
Utah,Carbon County,West,Non-metro,7,42.3,20463,6693,2392,25.5310065,47.33221054,17.11511993,5.2,52110
Minnesota,Lake of the Woods County,Midwest,Non-metro,9,51.6,3740,1704,671,27.8654485,37.71367645,16.66666603,6.1,56244
Utah,Tooele County,West,Metro,1,49.7,72259,21014,8943,28.3742623,37.7451973,24.23886299,4.8,80196
Indiana,Jackson County,Midwest,Non-metro,4,48.6,44231,14555,4302,22.3619919,28.69011116,16.72894669,7.2,59472
Missouri,Dade County,Midwest,Non-metro,8,40.7,7561,3414,656,15.9261957,29.73072052,12.69463253,4.4,42421
South Dakota,Union County,Midwest,Metro,3,46.1,15932,5944,2725,30.7735743,32.54253387,30.61436653,5.1,83910
Kentucky,Trimble County,South,Metro,1,39.3,8471,3227,1012,23.4259259,22.35900879,14.12410545,6.8,58998
Illinois,Hardin County,Midwest,Non-metro,9,36.5,3821,1691,449,20.7678076,36.54296112,10.76562977,9.2,44573
Illinois,Macoupin County,Midwest,Metro,1,50.7,44926,16153,7365,30.5982551,33.13407898,18.37891388,6.9,54174
Indiana,Scott County,Midwest,Metro,1,40.9,23873,7328,2698,26.5525047,27.7480545,11.95282078,8.4,50571
Texas,Ward County,South,Non-metro,6,33.6,11998,3241,764,18.817734,29.92264938,12.45759296,9.4,61396
West Virginia,Tucker County,South,Non-metro,8,30.8,6839,2841,938,24.4016649,21.56935692,19.39382744,8.5,47222
Texas,Castro County,South,Non-metro,6,37.6,7530,1602,466,22.3715795,26.34627724,15.59751129,3.6,51736
Pennsylvania,Clarion County,Northeast,Non-metro,6,41.7,38438,14578,4678,23.9983584,21.52205086,22.10832977,8.2,49173
Washington,Grant County,West,Non-metro,5,50.7,97733,24764,11819,31.3667728,31.78378677,17.72583961,8.8,57152
Ohio,Sandusky County,Midwest,Non-metro,4,48.2,58518,18896,10596,35.2330917,31.87550354,16.10117722,8.1,58415
Maryland,Carroll County,South,Metro,1,66.3,168447,60218,36456,36.3371774,26.94778252,36.37603378,5.1,101810
Louisiana,Cameron Parish,South,Metro,3,16.7,6973,3671,324,8.0217876,31.75296402,12.66375542,5.7,60317
Arizona,Pima County,West,Metro,2,60.2,1047279,207758,304981,58.5674095,33.75336456,32.38320923,7.7,56150
New Hampshire,Strafford County,Northeast,Metro,1,56.5,130633,30489,41721,56.5869604,29.41928673,35.75454712,6.3,71486
South Dakota,Pennington County,Midwest,Metro,3,50.9,113775,35063,20606,35.8253069,34.51391983,31.46962357,5.3,58919
Colorado,Denver County,West,Metro,1,67.6,727211,71618,313293,79.5509196,21.73836899,49.43780136,8.2,75456
Wyoming,Niobrara County,West,Non-metro,9,28.3,2356,1118,155,11.8501529,34.39037704,18.04264641,3.8,48513
Wyoming,Albany County,West,Non-metro,4,48.2,38880,8579,9092,48.8370844,29.49667168,51.76700592,4,52216
Texas,Anderson County,South,Non-metro,7,35.8,57735,15110,3955,20.5700317,31.84227371,10.61013031,5.6,48461
Minnesota,Stevens County,Midwest,Non-metro,7,52,9805,3044,1922,37.7974435,32.01371002,30.52270699,3.3,59045
Missouri,Linn County,Midwest,Non-metro,7,42.4,11920,4363,1275,22.266853,26.75359154,16.90208817,6.1,45774
Illinois,Coles County,Midwest,Non-metro,5,41.8,50621,14037,8067,35.6852163,34.92612457,25.954916,7.4,50467
Georgia,Habersham County,South,Non-metro,6,19.9,45328,16637,3562,17.434291,25.58116531,19.3402462,5.4,51296
Minnesota,Kandiyohi County,Midwest,Non-metro,4,48.2,43199,14437,8440,36.1193136,39.89237976,23.25637817,4.8,64129
Ohio,Madison County,Midwest,Metro,1,46,44731,13835,5698,28.6980609,27.92644691,17.46232414,5.9,65696
North Dakota,Logan County,Midwest,Non-metro,9,31.2,1850,930,128,11.8959108,35.14492798,19.63768196,3.2,51496
Arkansas,Crittenden County,South,Metro,1,38.6,47955,7333,8514,52.0193071,30.40010262,17.43791771,8.3,41976
North Carolina,Durham County,South,Metro,2,62.4,321488,32459,144688,80.4206454,22.42023849,48.21995926,6.5,65541
New York,Allegany County,Northeast,Non-metro,7,39.1,46091,14135,6048,29.1021076,33.25121689,20.8669014,8.1,49411
Tennessee,Williamson County,South,Metro,1,59.1,238412,86469,50161,36.0828969,22.2412796,59.83531952,4.8,119637
New York,Tompkins County,Northeast,Metro,3,71.7,102180,11096,33619,73.5082541,21.93428612,53.51825333,6.2,59176
Texas,Nueces County,South,Metro,2,51.3,362294,64617,60925,47.8541244,31.72142982,21.83944702,9,56079
Virginia,Prince Edward County,South,Non-metro,6,30.5,22802,4434,4973,51.9427616,25.06901932,26.75613403,6.5,44586
Mississippi,Tallahatchie County,South,Non-metro,7,37.5,13809,2488,3105,54.5598313,30.45112801,10.25198174,7.4,31915
Kentucky,Letcher County,South,Non-metro,9,49,21553,7226,1799,19.6934866,26.53817177,12.14213943,10.2,32435
Texas,Baylor County,South,Non-metro,8,38.5,3509,1494,183,10.7520564,27.66377258,22.84925079,3.5,41539
Montana,Garfield County,West,Non-metro,9,18.1,1258,764,41,5.0430504,38.88130951,14.32469273,2.7,43106
Texas,Scurry County,South,Non-metro,7,42.7,16703,4983,818,13.9376384,28.12135315,16.23732185,8.2,56299
Maryland,Charles County,South,Metro,1,59.6,163257,25579,62171,69.4663568,32.57743073,28.94367218,6.7,102510
South Carolina,Kershaw County,South,Metro,2,52,66551,20471,12699,37.7620506,30.97433662,20.33773994,5.3,56318
Michigan,Grand Traverse County,Midwest,Non-metro,5,62.9,93088,30502,28683,47.6177037,35.20754623,36.04102707,8.4,65041
Mississippi,Pearl River County,South,Non-metro,6,41.8,55535,19595,4148,17.2430994,36.71475983,16.65122414,7.3,45874
Pennsylvania,Fayette County,Northeast,Metro,1,54.2,129274,41227,20444,32.9004329,23.13947296,17.28207588,11.7,48055
California,Napa County,West,Metro,3,68.5,137744,20676,49817,69.073237,32.00065231,35.72584915,8.7,90230
Wisconsin,Kewaunee County,Midwest,Metro,2,47.7,20434,7927,3976,32.8730881,33.764534,19.43163872,4.6,65879
Texas,Hunt County,South,Metro,1,38.2,98594,29163,8906,23.0880904,30.61569595,19.90463257,6.5,57513
Alabama,Fayette County,South,Non-metro,6,31.4,16302,7300,1395,15.9137577,28.93387985,12.39535236,5,44212
Georgia,Fulton County,South,Metro,1,30.3,1063937,137247,380212,72.5901573,21.97857475,52.88533783,8,79235
South Carolina,Cherokee County,South,Non-metro,4,31.3,57300,18043,6983,27.6335576,31.40264511,14.16904354,8.1,46905
Alabama,Clarke County,South,Non-metro,7,46.4,23622,7324,5755,43.8142368,26.57125854,12.22420979,9,43822
New York,Chemung County,Northeast,Metro,3,53.7,83456,21922,16636,42.2126364,31.72941399,23.25850677,8.8,58400
New York,Sullivan County,Northeast,Non-metro,4,54.3,75432,18665,15489,44.7051693,28.16373444,24.77489281,8.8,58851
Kentucky,Marshall County,South,Non-metro,7,49.4,31100,13297,4071,23.1267398,31.22850418,19.22127151,6.1,57945
Georgia,DeKalb County,South,Metro,1,32.7,759297,58377,308162,83.1194403,24.30413628,44.15616608,8,63606
Nebraska,Cass County,Midwest,Metro,2,53.4,26248,10121,4737,30.9082605,36.8142395,27.68953514,4.3,72915
Virginia,Russell County,South,Non-metro,7,43.4,26586,10879,2373,17.7274765,30.06349754,12.18939018,6.6,40345
Massachusetts,Dukes County,Northeast,Non-metro,7,3.7,17332,2631,9914,77.4652289,26.26325607,44.93137741,9.2,76036
North Carolina,Greene County,South,Non-metro,8,45.6,21069,4874,3832,43.7792757,31.05519676,11.03917789,5.6,44648
Georgia,Rockdale County,South,Metro,1,19.3,90896,13014,31237,69.9111479,30.95189667,26.32452583,7.6,60281
New Jersey,Mercer County,Northeast,Metro,2,61.9,367430,51641,122532,69.14001,21.34171486,42.60707474,7.4,79475
South Dakota,Oglala Lakota County,Midwest,Non-metro,6,60.1,14177,297,2829,88.40625,35.67597198,10.42497635,10.1,34078
Washington,Grays Harbor County,West,Non-metro,4,53.5,75061,19877,17354,45.1445072,39.21308136,16.46114731,11.7,59346
Maine,Hancock County,Northeast,Non-metro,6,69.8,54987,14982,19369,54.8308563,29.20715904,34.05657578,5.7,58926
Iowa,Clayton County,Midwest,Non-metro,8,44.8,17549,6106,3340,34.8134251,29.01880646,17.70398903,5.7,53223
North Carolina,Hoke County,South,Metro,2,29.5,55234,9453,11804,54.5496557,40.62761307,17.73816681,8.7,48420
Arizona,La Paz County,West,Non-metro,6,42.9,21108,5129,2236,29.9731903,33.78184891,12.01021576,7.1,39407
Texas,Ellis County,South,Metro,1,47.8,184826,56717,27565,32.2424058,34.15520477,24.3366127,6,78341
Missouri,Ray County,Midwest,Metro,1,36.3,23018,8345,3109,26.6889862,28.42191505,14.62076759,6.9,61678
Virginia,Petersburg city,South,Metro,1,33.3,31346,1584,12389,87.7532228,27.29113007,19.79664993,13.9,40240
Ohio,Noble County,Midwest,Non-metro,7,39.4,14424,5135,1170,18.4455305,26.91056824,9.909666061,9.6,50788
Virginia,Hampton city,South,Metro,1,55.4,134510,18430,46220,70.1355063,35.48091125,26.90017128,8.5,55816
Virginia,Manassas city,South,Metro,1,46.7,41085,6256,10356,61.0325318,27.33401489,29.61405945,6.5,84405
North Carolina,Sampson County,South,Non-metro,6,46.1,63531,17411,10966,38.3185408,31.40371513,13.70326805,5.8,45997
Kentucky,Meade County,South,Metro,3,33.9,28572,10185,3632,25.7351378,33.82551193,19.3814106,7.1,54946
South Carolina,Spartanburg County,South,Metro,2,39.7,319785,93560,52926,35.6032424,31.87348938,24.51988411,6.6,55588
Tennessee,Hamblen County,South,Metro,3,38.5,64934,18811,5500,22.3295847,25.89183998,16.80486488,7.1,46842
Virginia,Grayson County,South,Non-metro,9,38.4,15550,6529,1535,18.8783667,30.2808094,13.74052143,5.7,41312
Texas,Denton County,South,Metro,1,55.3,887207,222480,188695,45.1462327,29.57240295,45.09772491,6.5,90910
Maine,Waldo County,Northeast,Non-metro,6,64.4,39715,11196,12345,50.7606908,28.57289505,31.39630318,5.2,51073
Indiana,Wells County,Midwest,Metro,2,38.8,28296,10855,2928,20.8398577,33.83755875,18.20481682,5.7,61636
Illinois,Winnebago County,Midwest,Metro,2,52,282572,60861,64056,50.1573878,33.0628624,22.87016296,11.4,59510
Arkansas,Faulkner County,South,Metro,2,44,126007,34421,18347,33.7087528,30.81363869,30.55661774,5.4,58482
Oregon,Klamath County,West,Non-metro,5,46.7,68238,25308,10388,28.2851386,37.10639572,20.01789665,8.7,53030
Texas,Wheeler County,South,Non-metro,9,37.2,5056,2159,168,7.1887035,33.36092758,16.83222961,6,58544
Virginia,New Kent County,South,Metro,1,48.4,23091,9631,4621,31.9504944,31.34594536,26.86795425,4.6,102619
Washington,Whitman County,West,Non-metro,4,41.8,50104,9067,11184,52.9395058,29.79640388,49.79065704,5.9,45906
Oregon,Wallowa County,West,Non-metro,9,54.7,7208,3404,1625,31.5595261,38.06051636,26.44914246,7.1,52106
Kentucky,Taylor County,South,Non-metro,7,43.7,25769,9376,2963,23.6718063,28.34881592,19.58645439,6,48485
California,Santa Barbara County,West,Metro,2,62.3,446499,65736,129963,64.8880612,28.969944,34.16057205,8,74530
Illinois,Bureau County,Midwest,Non-metro,7,52.4,32628,10411,6669,38.2528393,33.61886215,20.60469818,7.6,57935
South Carolina,Marlboro County,South,Non-metro,6,39,26118,5044,6290,54.9536956,26.09378242,8.891563416,9.8,34532
South Carolina,Allendale County,South,Non-metro,6,52.7,8688,835,2718,75.6470916,24.72423553,9.218405724,9.4,32147
Tennessee,Meigs County,South,Non-metro,8,62.3,12422,4467,1008,18.2212581,28.6444149,9.786558151,8.6,48334
California,El Dorado County,West,Metro,1,56.8,192843,61838,51621,44.4479843,37.85138702,34.29590988,8.3,86202
Texas,Walker County,South,Non-metro,4,43.3,72971,15375,7884,33.3898018,25.35141754,20.8189373,7.2,47519
Tennessee,Henry County,South,Non-metro,7,42.7,32345,11239,3548,23.5794511,23.86227608,16.50128365,7.5,43159
Illinois,Schuyler County,Midwest,Non-metro,7,47,6768,2773,1068,27.2588055,33.39749908,20.40423393,6.2,56015
Missouri,Cass County,Midwest,Metro,1,46,105780,37197,19052,33.1870123,32.20411301,26.34804535,5.3,73882
Oregon,Union County,West,Non-metro,7,44.8,26835,10298,4254,28.4662741,35.99977112,24.52249336,7.8,54264
Minnesota,Norman County,Midwest,Non-metro,8,55.4,6375,1953,1404,40.8020924,35.9946785,19.05078697,6.3,53961
Nevada,Mineral County,West,Non-metro,7,51,4505,1423,829,35.503212,38.30508423,14.94607067,5.6,43771
Wyoming,Big Horn County,West,Non-metro,9,33.6,11790,4806,788,13.6995828,41.57540894,19.02687836,5,53018
Indiana,Tippecanoe County,Midwest,Metro,3,53,195732,34581,35017,49.0104692,27.4847393,38.72772217,6.3,51228
Washington,Okanogan County,West,Non-metro,6,62.6,42243,11840,8900,41.8193779,33.57754135,20.00684738,9,44777
Wisconsin,Vernon County,Midwest,Non-metro,6,50.5,30822,8218,7457,46.8316272,29.29342079,22.3588295,5.2,56272
Florida,Volusia County,South,Metro,2,54.6,553284,173821,130575,42.4718399,35.04929352,23.68918419,7.6,53554
Minnesota,Todd County,Midwest,Non-metro,6,38,24664,9753,3286,24.786905,35.23420334,15.11813831,5.3,51746
California,Yuba County,West,Metro,3,45.1,78668,17676,11230,37.7010105,41.64012146,17.057024,10.5,56607
Nebraska,Nuckolls County,Midwest,Non-metro,9,46.2,4148,1857,409,17.7440347,36.95864487,20.93780518,2.7,48624
Tennessee,DeKalb County,South,Non-metro,6,37.1,20490,6672,1750,20.5567955,22.54249382,16.71388054,9.1,46407
Georgia,Jasper County,South,Metro,1,16.8,14219,5822,1761,23.0376766,30.44379997,14.20572376,4.9,59207
North Dakota,Adams County,Midwest,Non-metro,9,45.2,2216,981,258,20.3309693,34.59196091,25.57856178,3.8,55880
Kansas,Wichita County,Midwest,Non-metro,9,45.9,2119,803,147,15.2965661,38.53333282,20.60000038,2.1,54009
Indiana,Miami County,Midwest,Non-metro,6,38.5,35516,10925,3235,22.3519657,31.12402344,13.01943493,8.2,53658
Washington,Adams County,West,Non-metro,6,52.2,19983,3907,1814,30.9450699,23.95220757,14.30038261,7.3,53535
Georgia,Oglethorpe County,South,Metro,3,27.2,15259,5592,2439,29.988934,23.79862785,17.06712341,4.8,54346
Virginia,Accomack County,South,Non-metro,8,65.1,32316,9172,7578,44.6763353,25.26056099,19.46654129,6.5,47335
Kansas,Gove County,Midwest,Non-metro,9,44.6,2636,1256,163,11.3747383,36.10389709,19.68831253,2.9,52986
Indiana,Fountain County,Midwest,Non-metro,6,42.8,16346,6154,1629,20.3981968,30.41590691,14.8649826,6.5,55337
Virginia,Norton city,South,Non-metro,7,31,3981,1109,464,28.9818863,37.27703094,22.75209236,7.5,38062
South Dakota,Edmunds County,Midwest,Non-metro,9,41.4,3829,1538,417,21.0075567,32.34298706,26.25046921,2.9,59905
North Dakota,Steele County,Midwest,Non-metro,8,42.5,1890,652,392,36.0294118,40.10988998,30.92621613,3,67661
Louisiana,Washington Parish,South,Non-metro,6,37.8,46194,13307,5970,30.594988,23.21383286,11.57994938,8.2,35505
New Mexico,De Baca County,West,Non-metro,9,45.8,1748,656,231,25.6381798,35.02183533,13.01310062,4.9,34746
Iowa,Osceola County,Midwest,Non-metro,7,41.9,5958,2690,601,18.0588942,33.97647095,17.88235283,2.9,60702
Iowa,Bremer County,Midwest,Metro,3,54.9,25062,8294,5958,40.959714,32.80374908,30.65497971,3.9,67229
Missouri,Camden County,Midwest,Non-metro,7,41.5,46305,18850,5652,22.7793003,31.44842339,21.07803154,7,51460
Massachusetts,Norfolk County,Northeast,Metro,1,69.9,706775,125294,273312,67.0291428,21.08833885,53.59828949,8.3,106851
Tennessee,Robertson County,South,Metro,1,46.6,71813,24536,8692,25.7792805,29.46499443,19.61964417,6.1,65790
Hawaii,Honolulu County,West,Metro,2,0.1,974563,136259,238869,62.5124963,30.95556831,35.00484467,10.2,86946
Washington,Pend Oreille County,West,Metro,2,36.8,13724,5728,2593,30.3168479,39.40000153,20.78000069,10.7,51950
Missouri,Caldwell County,Midwest,Metro,1,35.7,9020,3725,897,19.1584793,27.91713905,18.14209366,5.4,52872
North Carolina,Clay County,South,Non-metro,9,48.9,11231,5112,1699,24.6481938,31.06494713,23.68672371,7.4,47116
Missouri,Lawrence County,Midwest,Non-metro,6,34.8,38355,14426,3214,17.9502932,29.97291183,15.96985054,6.1,45746
Michigan,Schoolcraft County,Midwest,Non-metro,7,52.6,8094,3090,1589,33.487882,30.9226532,15.6153717,9.7,50256
West Virginia,Cabell County,South,Metro,2,22,91945,21721,14994,40.133833,28.70636368,26.04416275,8,42125
Kentucky,Nicholas County,South,Non-metro,8,48,7269,2408,955,28.1213192,24.84050179,8.89071846,6.8,38084
New York,Jefferson County,Northeast,Metro,3,63.4,109834,25629,17307,39.4704433,34.05227661,22.23231697,8.7,53829
Nevada,Lander County,West,Non-metro,7,35.2,5532,2198,496,17.9385172,37.89718246,12.39989662,4.8,81239
Indiana,Ripley County,Midwest,Non-metro,6,43.9,28324,11261,2774,19.4380212,27.62939072,18.04718399,6.4,61219
Texas,Willacy County,South,Non-metro,6,57.1,21358,2441,3108,56.0100919,21.2169075,8.859807014,12,35821
Michigan,Antrim County,Midwest,Non-metro,9,54.5,23324,9748,5960,37.3691141,31.26718521,28.84395027,9.7,58317
South Carolina,Barnwell County,South,Non-metro,6,50.1,20866,5492,4720,45.7320027,31.8828392,12.54291916,7.4,36675
